DbPrevious,DbNext,DbVersion,Id,DbName,DbKey,FieldId,FieldLocstart,FieldLocend,FieldDist,FieldTimeempty,FieldTimeloaded,FieldClosed,FieldFactor,FieldStreet,FieldResist
-1,34561208,3,3290296,pitdat.ddb,3290296,0010FC00,1113088,1415688,169,28,25,0,100,,0
34561208,3290764,9,3290608,pitdat.ddb,3290608,00110FEC,1118188,1327288,300,51,53,0,100,,0
3290608,3290920,3,3290764,pitdat.ddb,3290764,00111D34,1121588,1320488,143,20,25,0,100,,0
3290764,3291232,8,3290920,pitdat.ddb,3290920,001123D8,1123288,1322188,140,36,32,0,100,,0
3290920,3291544,12,3291232,pitdat.ddb,3291232,001137C4,1128388,1279688,170,38,22,0,100,,0
3291232,34560888,6,3291544,pitdat.ddb,3291544,00115F9C,1138588,1376588,123,21,26,1,100,,0
34560888,3291856,2,3291700,pitdat.ddb,3291700,00116CE4,1141988,1420788,115,15,19,0,100,,0
3291700,3292012,154,3291856,pitdat.ddb,3291856,117388,1143688,1427588,274,35,37,0,100,,0
3291856,3292168,9,3292012,pitdat.ddb,3292012,00117A2C,1145388,1437788,520,74,85,0,100,,0
3292012,46030216,2,3292168,pitdat.ddb,3292168,001180D0,1147088,1429288,266,37,40,0,100,,0
46030216,3292636,950,3292480,pitdat.ddb,3292480,1.18e+20,1150488,1266088,112,22,16,0,100,,0
3292480,3292792,5898,3292636,pitdat.ddb,3292636,001194BC,1152188,1266088,321,49,53,0,100,,0
3292636,3292948,1,3292792,pitdat.ddb,3292792,00119B60,1153888,1449688,112,13,16,0,100,,0
3292792,3293104,1,3292948,pitdat.ddb,3292948,0011A204,1155588,1456488,109,18,20,0,100,,0
3292948,3293260,3,3293104,pitdat.ddb,3293104,0011A8A8,1157288,1279688,202,30,42,0,100,,0
3293104,19197572,4,3293260,pitdat.ddb,3293260,0011AF4C,1158988,1483688,86,11,12,0,100,,0
19197572,3295444,16,3295288,pitdat.ddb,3295288,00122D78,1191288,1437788,347,49,53,0,100,,0
3295288,3295600,2694,3295444,pitdat.ddb,3295444,0012341C,1192988,1264388,200,58,68,0,100,,0
3295444,3295756,583,3295600,pitdat.ddb,3295600,00123AC0,1194688,1398688,235,88,55,0,100,,0
3295600,3295912,2,3295756,pitdat.ddb,3295756,124164,1196388,1305188,462,118,89,0,100,,0
3295756,47091944,6,3295912,pitdat.ddb,3295912,124808,1198088,1323888,171,25,18,0,100,,0
38656292,3299656,12,3299500,pitdat.ddb,3299500,0013232C,1254188,1318788,201,36,25,0,100,,0
3299500,3299812,1,3299656,pitdat.ddb,3299656,133074,1257588,1368088,43,8,7,1,100,,0
3299656,3299968,676,3299812,pitdat.ddb,3299812,133074,1257588,1361288,36,8,6,0,100,,0
3299812,3300124,18684,3299968,pitdat.ddb,3299968,00133DBC,1260988,1391888,325,45,40,0,100,,0
3299968,3300280,18988,3300124,pitdat.ddb,3300124,00133DBC,1260988,1262688,465,83,88,0,100,,0
3300124,3300592,18703,3300280,pitdat.ddb,3300280,134460,1262688,1260988,465,51,61,0,100,,0
3300280,3300748,18973,3300592,pitdat.ddb,3300592,134460,1262688,1402088,349,77,92,0,100,,0
3300592,3301060,11731,3300748,pitdat.ddb,3300748,00134B04,1264388,1402088,264,46,44,0,100,,0
3300748,27867380,2677,3301060,pitdat.ddb,3301060,00134B04,1264388,1192988,200,47,30,0,100,,0
46029576,3301372,6126,3301216,pitdat.ddb,3301216,001351A8,1266088,1442888,132,14,19,0,100,,0
3301216,3301528,950,3301372,pitdat.ddb,3301372,001351A8,1266088,1150488,112,15,19,0,100,,0
3301372,3301684,5971,3301528,pitdat.ddb,3301528,001351A8,1266088,1152188,321,61,55,0,100,,0
3301528,3301840,3,3301684,pitdat.ddb,3301684,001351A8,1266088,1495588,137,21,17,0,100,,0
3301684,3301996,57,3301840,pitdat.ddb,3301840,001351A8,1266088,1509188,143,30,28,0,100,,0
3301840,3302152,364,3301996,pitdat.ddb,3301996,0013584C,1267788,1274588,382,88,87,0,100,,0
3301996,3302308,36,3302152,pitdat.ddb,3302152,0013584C,1267788,1276288,209,38,30,0,100,,0
3302152,3302464,295,3302308,pitdat.ddb,3302308,0013584C,1267788,1527888,725,296,221,0,100,,0
3302308,3302620,4051,3302464,pitdat.ddb,3302464,00135EF0,1269488,1379988,101,22,18,0,100,,0
3302464,3302776,331,3302620,pitdat.ddb,3302620,00135EF0,1269488,1271188,168,26,26,0,100,,0
3302620,3302932,1,3302776,pitdat.ddb,3302776,00135EF0,1269488,1386788,37,6,9,1,100,,0
3302776,3303088,3404,3302932,pitdat.ddb,3302932,00135EF0,1269488,1361288,68,11,21,0,100,,0
3302932,3303244,378,3303088,pitdat.ddb,3303088,136594,1271188,1269488,168,23,29,0,100,,0
3303088,3303400,331,3303244,pitdat.ddb,3303244,136594,1271188,1272888,206,26,35,0,100,,0
3303244,3303556,377,3303400,pitdat.ddb,3303400,00136C38,1272888,1271188,206,33,59,0,100,,0
3303400,3303712,331,3303556,pitdat.ddb,3303556,00136C38,1272888,1274588,382,44,55,0,100,,0
3303556,3303868,312,3303712,pitdat.ddb,3303712,001372DC,1274588,1267788,382,108,50,0,100,,0
3303712,3304024,379,3303868,pitdat.ddb,3303868,001372DC,1274588,1272888,382,58,103,0,100,,0
3303868,3304180,82,3304024,pitdat.ddb,3304024,137980,1276288,1267788,209,28,33,0,100,,0
3304024,3304336,36,3304180,pitdat.ddb,3304180,137980,1276288,1277988,182,30,25,0,100,,0
3304180,3304492,15,3304336,pitdat.ddb,3304336,138024,1277988,1279688,183,19,16,0,100,,0
3304336,3304648,83,3304492,pitdat.ddb,3304492,138024,1277988,1276288,182,24,36,0,100,,0
3304492,3304804,55,3304648,pitdat.ddb,3304648,001386C8,1279688,1277988,183,21,49,0,100,,0
3304648,3304960,14,3304804,pitdat.ddb,3304804,001386C8,1279688,1281388,82,11,16,0,100,,0
3304804,3305116,3,3304960,pitdat.ddb,3304960,001386C8,1279688,1157288,202,28,31,0,100,,0
3304960,3305272,1,3305116,pitdat.ddb,3305116,001386C8,1279688,1376588,473,73,136,1,100,,0
3305116,3305428,1,3305272,pitdat.ddb,3305272,001386C8,1279688,1128388,170,30,31,0,100,,0
3305272,3305584,2,3305428,pitdat.ddb,3305428,001386C8,1279688,1522788,77,13,14,0,100,,0
3305428,3305896,51,3305584,pitdat.ddb,3305584,00138D6C,1281388,1279688,82,7,13,0,100,,0
3305584,3306052,9254,3305896,pitdat.ddb,3305896,139410,1283088,1410588,388,65,62,0,100,,0
3305896,3306208,8242,3306052,pitdat.ddb,3306052,139410,1283088,1284788,445,70,102,0,100,,0
3306052,3306364,2,3306208,pitdat.ddb,3306208,139410,1283088,1498988,75,11,16,0,100,,0
3306208,3306832,15,3306364,pitdat.ddb,3306364,139410,1283088,1502388,89,12,14,0,100,,0
3306364,3306988,8250,3306832,pitdat.ddb,3306832,00139AB4,1284788,1286488,187,29,38,0,100,,0
3306832,30257040,8466,3306988,pitdat.ddb,3306988,00139AB4,1284788,1283088,445,62,60,0,100,,0
30257040,3307300,8246,3307144,pitdat.ddb,3307144,0013A158,1286488,1288188,266,41,58,0,100,,0
3307144,3307456,8478,3307300,pitdat.ddb,3307300,0013A158,1286488,1284788,187,29,26,0,100,,0
3307300,3307612,8478,3307456,pitdat.ddb,3307456,0013A7FC,1288188,1286488,266,40,36,0,100,,0
3307456,3307768,8245,3307612,pitdat.ddb,3307612,0013A7FC,1288188,1289888,139,21,31,0,100,,0
3307612,3307924,1,3307768,pitdat.ddb,3307768,0013AEA0,1289888,1298388,343,66,73,1,100,,0
3307768,3308080,8470,3307924,pitdat.ddb,3307924,0013AEA0,1289888,1288188,139,20,19,0,100,,0
3307924,3308392,8244,3308080,pitdat.ddb,3308080,0013AEA0,1289888,1291588,311,51,59,0,100,,0
3308080,32338060,8508,3308392,pitdat.ddb,3308392,0013B544,1291588,1289888,311,52,52,0,100,,0
19197412,3309016,5484,3308860,pitdat.ddb,3308860,0013C28C,1294988,1296688,360,56,91,0,100,,0
3308860,3309172,2836,3309016,pitdat.ddb,3309016,0013C28C,1294988,1291588,389,54,70,0,100,,0
3309016,34979868,5,3309172,pitdat.ddb,3309172,0013C28C,1294988,1298388,311,49,56,0,100,,0
6503156,3358312,939,3309640,pitdat.ddb,3309640,0016F9FC,1505788,1410588,259,38,44,0,100,,0
26535092,3310576,5977,3310420,pitdat.ddb,3310420,0013C930,1296688,1294988,360,59,59,0,100,,0
3310420,3310732,15,3310576,pitdat.ddb,3310576,0013CFD4,1298388,1294988,311,70,116,0,100,,0
3310576,3312448,5,3310732,pitdat.ddb,3310732,0013CFD4,1298388,1289888,343,44,46,1,100,,0
3310732,3312604,123,3312448,pitdat.ddb,3312448,0013DD1C,1301788,1303488,265,52,75,0,100,,0
3312448,3312760,110,3312604,pitdat.ddb,3312604,0013DD1C,1301788,1306888,172,24,34,0,100,,0
3312604,3312916,110,3312760,pitdat.ddb,3312760,0013E3C0,1303488,1305188,269,61,95,0,100,,0
3312760,3313072,107,3312916,pitdat.ddb,3312916,0013E3C0,1303488,1301788,265,43,51,0,100,,0
3312916,3313228,97,3313072,pitdat.ddb,3313072,0013EA64,1305188,1303488,269,47,72,0,100,,0
3313072,3313384,1,3313228,pitdat.ddb,3313228,0013EA64,1305188,1196388,462,152,117,0,100,,0
3313228,3313540,118,3313384,pitdat.ddb,3313384,0013F108,1306888,1301788,172,39,62,0,100,,0
3313384,35348692,2001,3313540,pitdat.ddb,3313540,0013F108,1306888,1313688,480,62,75,0,100,,0
35348692,26534932,2135,3314008,pitdat.ddb,3314008,0013F7AC,1308588,1311988,193,28,45,0,100,,0
26534932,3314632,2168,3314476,pitdat.ddb,3314476,001404F4,1311988,1308588,193,26,34,0,100,,0
3314476,3314944,2084,3314632,pitdat.ddb,3314632,001404F4,1311988,1313688,290,37,55,0,100,,0
3314632,3315100,1899,3314944,pitdat.ddb,3314944,00140B98,1313688,1306888,480,79,181,0,100,,0
3314944,3315568,2128,3315100,pitdat.ddb,3315100,00140B98,1313688,1311988,290,43,46,0,100,,0
3315100,3315724,7,3315568,pitdat.ddb,3315568,1418,1317088,1403788,717,85,104,1,100,,0
3315568,3315880,4,3315724,pitdat.ddb,3315724,1418,1317088,1318788,1177,204,401,0,100,,0
3315724,3316036,4,3315880,pitdat.ddb,3315880,00141F84,1318788,1317088,1177,137,181,0,100,,0
3315880,3316192,1,3316036,pitdat.ddb,3316036,00141F84,1318788,1320488,901,147,222,0,100,,0
3316036,3316348,1,3316192,pitdat.ddb,3316192,00141F84,1318788,1254188,201,25,36,0,100,,0
3316192,3316504,1,3316348,pitdat.ddb,3316348,142628,1320488,1121588,143,31,21,0,100,,0
3316348,3316660,1,3316504,pitdat.ddb,3316504,142628,1320488,1318788,901,117,108,0,100,,0
3316504,3316816,1,3316660,pitdat.ddb,3316660,142628,1320488,1322188,804,95,196,0,100,,0
3316660,3316972,1,3316816,pitdat.ddb,3316816,00142CCC,1322188,1320488,804,87,113,0,100,,0
3316816,3317128,1,3316972,pitdat.ddb,3316972,00142CCC,1322188,1328988,209,33,58,0,100,,0
3316972,3317284,1,3317128,pitdat.ddb,3317128,00142CCC,1322188,1123288,140,19,56,0,100,,0
3317128,3317440,1,3317284,pitdat.ddb,3317284,143370,1323888,1328988,417,53,53,0,100,,0
3317284,3317596,1,3317440,pitdat.ddb,3317440,143370,1323888,1198088,171,29,40,0,100,,0
3317440,3317752,2,3317596,pitdat.ddb,3317596,143370,1323888,1330688,544,83,154,0,100,,0
3317596,3317908,7,3317752,pitdat.ddb,3317752,00143A14,1325588,1327288,297,46,86,0,100,,0
3317752,3318064,5,3317908,pitdat.ddb,3317908,00143A14,1325588,1330688,482,73,134,0,100,,0
3317908,3318220,7,3318064,pitdat.ddb,3318064,001440B8,1327288,1325588,297,38,44,0,100,,0
3318064,3318376,5,3318220,pitdat.ddb,3318220,001440B8,1327288,1118188,300,51,53,0,100,,0
3318220,3318532,1,3318376,pitdat.ddb,3318376,0014475C,1328988,1322188,209,24,25,0,100,,0
3318376,3318688,1,3318532,pitdat.ddb,3318532,0014475C,1328988,1323888,417,52,88,0,100,,0
3318532,3318844,5,3318688,pitdat.ddb,3318688,144,1330688,1325588,482,64,72,0,100,,0
3318688,3319312,4,3318844,pitdat.ddb,3318844,144,1330688,1323888,544,70,81,0,100,,0
3318844,32814516,14207,3319312,pitdat.ddb,3319312,00145B48,1334088,1344288,193,52,67,0,100,,0
47091784,3322588,14229,3322432,pitdat.ddb,3322432,00147C7C,1342588,1359588,313,100,93,0,100,,0
3322432,3322744,13983,3322588,pitdat.ddb,3322588,00147C7C,1342588,1344288,344,54,54,0,100,,0
3322588,3322900,14217,3322744,pitdat.ddb,3322744,148320,1344288,1342588,344,99,115,0,100,,0
3322744,3323056,13930,3322900,pitdat.ddb,3322900,148320,1344288,1334088,193,25,28,0,100,,0
3322900,3323212,18466,3323056,pitdat.ddb,3323056,001489C4,1345988,1347688,288,44,34,0,100,,0
3323056,3323368,14808,3323212,pitdat.ddb,3323212,001489C4,1345988,1371488,273,46,33,0,100,,0
3323212,3323524,18921,3323368,pitdat.ddb,3323368,001489C4,1345988,1391888,511,102,147,0,100,,0
3323368,3323680,18731,3323524,pitdat.ddb,3323524,149068,1347688,1345988,288,53,66,0,100,,0
3323524,3323836,18471,3323680,pitdat.ddb,3323680,149068,1347688,1359588,291,41,44,0,100,,0
3323680,3323992,4757,3323836,pitdat.ddb,3323836,0014970C,1349388,1359588,591,123,154,0,100,,0
3323836,3324148,4689,3323992,pitdat.ddb,3323992,0014970C,1349388,1352788,424,55,64,0,100,,0
3323992,3324304,4670,3324148,pitdat.ddb,3324148,00149DB0,1351088,1354488,385,60,55,0,100,,0
3324148,3324460,4745,3324304,pitdat.ddb,3324304,00149DB0,1351088,1352788,398,67,108,0,100,,0
3324304,3324616,4744,3324460,pitdat.ddb,3324460,0014A454,1352788,1349388,424,86,114,0,100,,0
3324460,3324772,4676,3324616,pitdat.ddb,3324616,0014A454,1352788,1351088,398,55,67,0,100,,0
3324616,3324928,4740,3324772,pitdat.ddb,3324772,0014AAF8,1354488,1351088,385,84,96,0,100,,0
3324772,3325240,4667,3324928,pitdat.ddb,3324928,0014AAF8,1354488,1356188,485,76,73,0,100,,0
3324928,44304572,4753,3325240,pitdat.ddb,3325240,0014B19C,1356188,1354488,485,77,119,0,100,,0
44688300,3326956,14019,3326800,pitdat.ddb,3326800,0014BEE4,1359588,1342588,313,60,60,0,100,,0
3326800,3327112,18743,3326956,pitdat.ddb,3326956,0014BEE4,1359588,1347688,291,84,101,0,100,,0
3326956,3327268,4711,3327112,pitdat.ddb,3327112,0014BEE4,1359588,1349388,591,78,105,0,100,,0
3327112,3327424,213,3327268,pitdat.ddb,3327268,0014C588,1361288,1269488,68,14,11,0,100,,0
3327268,3327580,1,3327424,pitdat.ddb,3327424,0014C588,1361288,1257588,36,6,10,1,100,,0
3327424,3327736,3869,3327580,pitdat.ddb,3327580,0014C588,1361288,1362988,71,11,21,0,100,,0
3327580,3327892,3868,3327736,pitdat.ddb,3327736,0014CC2C,1362988,1364688,58,10,22,0,100,,0
3327736,3328048,1,3327892,pitdat.ddb,3327892,0014CC2C,1362988,1361288,71,12,14,1,100,,0
3327892,3328204,10296,3328048,pitdat.ddb,3328048,0014D2D0,1364688,1366388,53,7,7,0,100,,0
3328048,3328360,10163,3328204,pitdat.ddb,3328204,0014D2D0,1364688,1407188,40,6,6,0,100,,0
3328204,3328516,1,3328360,pitdat.ddb,3328360,0014D2D0,1364688,1362988,58,10,11,1,100,,0
3328360,3328672,6272,3328516,pitdat.ddb,3328516,0014D974,1366388,1364688,53,7,13,0,100,,0
3328516,3328828,10293,3328672,pitdat.ddb,3328672,0014D974,1366388,1368088,52,9,8,0,100,,0
3328672,3328984,10086,3328828,pitdat.ddb,3328828,1.4e+19,1368088,1369788,39,7,5,0,100,,0
3328828,3329140,6260,3328984,pitdat.ddb,3328984,1.4e+19,1368088,1366388,52,6,7,0,100,,0
3328984,3329296,674,3329140,pitdat.ddb,3329140,1.4e+19,1368088,1257588,43,6,8,0,100,,0
3329140,3329452,6777,3329296,pitdat.ddb,3329296,0014E6BC,1369788,1368088,39,5,6,0,100,,0
3329296,3329608,9944,3329452,pitdat.ddb,3329452,0014E6BC,1369788,1379988,29,6,4,0,100,,0
3329452,3329764,1057,3329608,pitdat.ddb,3329608,0014E6BC,1369788,1470088,92,14,15,0,100,,0
3329608,3329920,14859,3329764,pitdat.ddb,3329764,0014ED60,1371488,1345988,273,50,46,0,100,,0
3329764,3330076,14810,3329920,pitdat.ddb,3329920,0014ED60,1371488,1376588,247,50,34,0,100,,0
3329920,3330232,14849,3330076,pitdat.ddb,3330076,0014F404,1373188,1376588,373,50,47,0,100,,0
3330076,3330388,14792,3330232,pitdat.ddb,3330232,0014F404,1373188,1374888,420,71,118,0,100,,0
3330232,3330544,14855,3330388,pitdat.ddb,3330388,0014FAA8,1374888,1373188,420,52,51,0,100,,0
3330388,3330700,14782,3330544,pitdat.ddb,3330544,0014FAA8,1374888,1388488,424,99,124,0,100,,0
3330544,3330856,14859,3330700,pitdat.ddb,3330700,0015014C,1376588,1371488,247,53,36,0,100,,0
3330700,3331012,14796,3330856,pitdat.ddb,3330856,0015014C,1376588,1373188,373,57,65,0,100,,0
3330856,3331168,1,3331012,pitdat.ddb,3331012,0015014C,1376588,1279688,473,60,70,1,100,,0
3331012,3331324,1,3331168,pitdat.ddb,3331168,0015014C,1376588,1138588,123,21,30,1,100,,0
3331168,3331480,1025,3331324,pitdat.ddb,3331324,001507F0,1378288,1475188,72,14,11,0,100,,0
3331324,3331636,7268,3331480,pitdat.ddb,3331480,001507F0,1378288,1379988,36,5,6,0,100,,0
3331480,3331792,12587,3331636,pitdat.ddb,3331636,001507F0,1378288,1385088,87,20,14,0,100,,0
3331636,3331948,13585,3331792,pitdat.ddb,3331792,1.5e+96,1379988,1378288,36,8,5,0,100,,0
3331792,3332104,7661,3331948,pitdat.ddb,3331948,1.5e+96,1379988,1369788,29,4,5,0,100,,0
3331948,3332260,1,3332104,pitdat.ddb,3332104,1.5e+96,1379988,1269488,101,15,17,0,100,,0
3332104,3332416,1,3332260,pitdat.ddb,3332260,151538,1381688,1476888,43,8,7,0,100,,0
3332260,3332884,6748,3332416,pitdat.ddb,3332416,151538,1381688,1390188,82,16,22,0,100,,0
3332416,3333040,1156,3332884,pitdat.ddb,3332884,00151BDC,1383388,1471788,63,11,14,0,100,,0
3332884,3333196,1,3333040,pitdat.ddb,3333040,00151BDC,1383388,1475188,99,17,16,1,100,,0
3333040,3333352,12582,3333196,pitdat.ddb,3333196,152280,1385088,1390188,50,11,8,0,100,,0
3333196,3333508,7273,3333352,pitdat.ddb,3333352,152280,1385088,1378288,87,11,15,0,100,,0
3333352,3333664,6115,3333508,pitdat.ddb,3333508,152280,1385088,1475188,78,14,12,0,100,,0
3333508,3333820,1,3333664,pitdat.ddb,3333664,152924,1386788,1471788,47,8,7,1,100,,0
3333664,3333976,1,3333820,pitdat.ddb,3333820,152924,1386788,1475188,100,18,18,1,100,,0
3333820,3334132,7196,3333976,pitdat.ddb,3333976,152924,1386788,1269488,37,6,6,0,100,,0
3333976,3334288,6928,3334132,pitdat.ddb,3334132,00152FC8,1388488,1476888,139,27,23,0,100,,0
3334132,3334444,9578,3334288,pitdat.ddb,3334288,00152FC8,1388488,1390188,41,8,7,0,100,,0
3334288,3334600,14854,3334444,pitdat.ddb,3334444,00152FC8,1388488,1374888,424,53,56,0,100,,0
3334444,3334756,1,3334600,pitdat.ddb,3334600,0015366C,1390188,1381688,82,13,13,1,100,,0
3334600,3334912,16593,3334756,pitdat.ddb,3334756,0015366C,1390188,1388488,41,6,5,0,100,,0
3334756,3335068,13384,3334912,pitdat.ddb,3334912,0015366C,1390188,1385088,50,7,8,0,100,,0
3334912,3335224,1,3335068,pitdat.ddb,3335068,0015366C,1390188,1470088,128,30,30,1,100,,0
3335068,3335380,18964,3335224,pitdat.ddb,3335224,00153D10,1391888,1260988,325,74,88,0,100,,0
3335224,3335692,18624,3335380,pitdat.ddb,3335380,00153D10,1391888,1345988,511,78,62,0,100,,0
3335380,3335848,12926,3335692,pitdat.ddb,3335692,001543B4,1393588,1402088,53,10,10,0,100,,0
3335692,3336004,4977,3335848,pitdat.ddb,3335848,001543B4,1393588,1395288,437,61,111,0,100,,0
3335848,3336160,6263,3336004,pitdat.ddb,3336004,001543B4,1393588,1442888,394,88,101,0,100,,0
3336004,3336316,4986,3336160,pitdat.ddb,3336160,00154A58,1395288,1393588,437,49,60,0,100,,0
3336160,3336472,4970,3336316,pitdat.ddb,3336316,00154A58,1395288,1396988,97,14,24,0,100,,0
3336316,3336628,4980,3336472,pitdat.ddb,3336472,001550FC,1396988,1395288,97,11,12,0,100,,0
3336472,3336784,4973,3336628,pitdat.ddb,3336628,001550FC,1396988,1398688,275,43,74,0,100,,0
